filename,ship_id,ship_type,model,pred_top1,hit1,hit3,hit5,gallery_count,ship_active_days,ship_majority_month,ship_majority_date,ship_max_day_count,ship_max_day_fraction,ship_top3_day_fraction,majority_date_global_count,majority_date_global_month_count,majority_date_global_fraction,ship_concentration_bin,global_spike_bin,gallery_count_bin
task2_val_000023.wav,191,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,46,4,2020-12,2020-12-04,21,0.45652173913043476,0.9565217391304348,309,1811,0.1706239646604086,25-50%,10-20%,Q2
task2_val_000024.wav,254,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,83,5,2020-10,2020-10-30,23,0.27710843373493976,0.7228915662650602,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000025.wav,170,B_MotorBoat,quick_target100_mel96_f16000,356,0,0,0,48,4,2020-12,2020-12-04,20,0.4166666666666667,0.8958333333333334,309,1811,0.1706239646604086,25-50%,10-20%,Q2
task2_val_000026.wav,105,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,42,3,2020-08,2020-08-05,25,0.5952380952380952,1.0,25,1312,0.019054878048780487,50-75%,<=10%,Q2
task2_val_000027.wav,268,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,106,5,2020-09,2020-09-25,29,0.27358490566037735,0.6792452830188679,155,232,0.6681034482758621,25-50%,>50%,Q4_high_count
task2_val_000028.wav,216,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,73,11,2020-11,2020-11-23,20,0.273972602739726,0.4794520547945205,37,451,0.082039911308204,25-50%,<=10%,Q3
task2_val_000029.wav,271,A_SmallWorking,quick_target100_mel96_f16000,196,0,0,0,79,4,2020-08,2020-08-19,28,0.35443037974683544,0.9746835443037974,222,1312,0.16920731707317074,25-50%,10-20%,Q3
task2_val_000030.wav,242,D_LargeShip,quick_target100_mel96_f16000,94,0,1,1,12,1,2020-07,2020-07-31,12,1.0,1.0,65,242,0.26859504132231404,>75%,20-50%,Q1_low_count
task2_val_000031.wav,356,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,36,1,2020-07,2020-07-27,36,1.0,1.0,69,242,0.28512396694214875,>75%,20-50%,Q2
task2_val_000032.wav,189,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,41,3,2021-02,2021-02-12,17,0.4146341463414634,1.0,139,912,0.1524122807017544,25-50%,10-20%,Q2
task2_val_000033.wav,132,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,100,9,2020-08,2020-08-19,16,0.16,0.46,222,1312,0.16920731707317074,<=25%,10-20%,Q4_high_count
task2_val_000034.wav,196,A_SmallWorking,quick_target100_mel96_f16000,196,1,1,1,48,3,2020-08,2020-08-18,24,0.5,1.0,224,1312,0.17073170731707318,25-50%,10-20%,Q2
task2_val_000035.wav,34,A_SmallWorking,quick_target100_mel96_f16000,257,0,0,0,52,13,2020-12,2020-12-06,9,0.17307692307692307,0.4423076923076923,33,1811,0.018221976808393152,<=25%,<=10%,Q3
task2_val_000036.wav,55,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,52,8,2020-10,2020-10-30,13,0.25,0.5576923076923077,275,413,0.6658595641646489,<=25%,>50%,Q3
task2_val_000037.wav,30,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,422,19,2020-12,2020-12-26,46,0.10900473933649289,0.2914691943127962,80,1811,0.04417448923246825,<=25%,<=10%,Q4_high_count
task2_val_000038.wav,30,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,422,19,2020-12,2020-12-26,46,0.10900473933649289,0.2914691943127962,80,1811,0.04417448923246825,<=25%,<=10%,Q4_high_count
task2_val_000039.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000040.wav,196,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,48,3,2020-08,2020-08-18,24,0.5,1.0,224,1312,0.17073170731707318,25-50%,10-20%,Q2
task2_val_000041.wav,313,A_SmallWorking,quick_target100_mel96_f16000,208,0,0,0,70,8,2020-08,2020-08-19,15,0.21428571428571427,0.5714285714285714,222,1312,0.16920731707317074,<=25%,10-20%,Q3
task2_val_000042.wav,277,A_SmallWorking,quick_target100_mel96_f16000,126,0,0,0,166,18,2020-12,2020-12-11,21,0.12650602409638553,0.35542168674698793,36,1811,0.019878520154610713,<=25%,<=10%,Q4_high_count
task2_val_000043.wav,201,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,100,2,2021-02,2021-02-14,66,0.66,1.0,148,912,0.16228070175438597,50-75%,10-20%,Q4_high_count
task2_val_000044.wav,231,D_LargeShip,quick_target100_mel96_f16000,94,0,1,1,22,2,2020-08,2020-08-14,12,0.5454545454545454,1.0,85,1312,0.06478658536585366,50-75%,<=10%,Q1_low_count
task2_val_000045.wav,283,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,36,10,2020-11,2020-11-06,6,0.16666666666666666,0.5,9,451,0.019955654101995565,<=25%,<=10%,Q1_low_count
task2_val_000046.wav,201,C_Passenger,quick_target100_mel96_f16000,126,0,0,0,100,2,2021-02,2021-02-14,66,0.66,1.0,148,912,0.16228070175438597,50-75%,10-20%,Q4_high_count
task2_val_000047.wav,153,B_MotorBoat,quick_target100_mel96_f16000,94,0,0,0,29,1,2020-08,2020-08-14,29,1.0,1.0,85,1312,0.06478658536585366,>75%,<=10%,Q1_low_count
task2_val_000048.wav,288,A_SmallWorking,quick_target100_mel96_f16000,261,0,0,0,28,4,2020-08,2020-08-14,9,0.32142857142857145,0.8214285714285714,85,1312,0.06478658536585366,25-50%,<=10%,Q1_low_count
task2_val_000049.wav,97,D_LargeShip,quick_target100_mel96_f16000,191,0,0,0,66,3,2020-07,2020-07-31,38,0.5757575757575758,1.0,65,242,0.26859504132231404,50-75%,20-50%,Q3
task2_val_000050.wav,146,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,40,3,2021-01,2021-01-08,23,0.575,1.0,206,1323,0.15570672713529857,50-75%,10-20%,Q2
task2_val_000051.wav,271,A_SmallWorking,quick_target100_mel96_f16000,356,0,0,0,79,4,2020-08,2020-08-19,28,0.35443037974683544,0.9746835443037974,222,1312,0.16920731707317074,25-50%,10-20%,Q3
task2_val_000052.wav,268,A_SmallWorking,quick_target100_mel96_f16000,106,0,0,0,106,5,2020-09,2020-09-25,29,0.27358490566037735,0.6792452830188679,155,232,0.6681034482758621,25-50%,>50%,Q4_high_count
task2_val_000053.wav,254,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,83,5,2020-10,2020-10-30,23,0.27710843373493976,0.7228915662650602,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000054.wav,196,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,48,3,2020-08,2020-08-18,24,0.5,1.0,224,1312,0.17073170731707318,25-50%,10-20%,Q2
task2_val_000055.wav,30,A_SmallWorking,quick_target100_mel96_f16000,126,0,0,0,422,19,2020-12,2020-12-26,46,0.10900473933649289,0.2914691943127962,80,1811,0.04417448923246825,<=25%,<=10%,Q4_high_count
task2_val_000056.wav,280,B_MotorBoat,quick_target100_mel96_f16000,261,0,0,0,85,6,2020-08,2020-08-21,25,0.29411764705882354,0.6823529411764706,164,1312,0.125,25-50%,10-20%,Q4_high_count
task2_val_000057.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000058.wav,271,A_SmallWorking,quick_target100_mel96_f16000,11,0,0,0,79,4,2020-08,2020-08-19,28,0.35443037974683544,0.9746835443037974,222,1312,0.16920731707317074,25-50%,10-20%,Q3
task2_val_000059.wav,3,A_SmallWorking,quick_target100_mel96_f16000,288,0,0,0,99,7,2020-10,2020-10-30,31,0.31313131313131315,0.6767676767676768,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000060.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000061.wav,240,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,98,5,2020-08,2020-08-15,35,0.35714285714285715,0.7959183673469388,43,1312,0.03277439024390244,25-50%,<=10%,Q4_high_count
task2_val_000062.wav,143,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,133,14,2020-12,2020-12-29,28,0.21052631578947367,0.45864661654135336,93,1811,0.05135284373274434,<=25%,<=10%,Q4_high_count
task2_val_000063.wav,216,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,73,11,2020-11,2020-11-23,20,0.273972602739726,0.4794520547945205,37,451,0.082039911308204,25-50%,<=10%,Q3
task2_val_000064.wav,120,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,62,5,2021-01,2021-01-22,17,0.27419354838709675,0.7741935483870968,71,1323,0.05366591080876795,25-50%,<=10%,Q3
task2_val_000065.wav,305,A_SmallWorking,quick_target100_mel96_f16000,170,0,0,0,112,9,2020-12,2020-12-04,21,0.1875,0.5089285714285714,309,1811,0.1706239646604086,<=25%,10-20%,Q4_high_count
task2_val_000066.wav,61,A_SmallWorking,quick_target100_mel96_f16000,61,1,1,1,105,9,2020-08,2020-08-21,24,0.22857142857142856,0.5047619047619047,164,1312,0.125,<=25%,10-20%,Q4_high_count
task2_val_000067.wav,94,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,1,1,2020-08,2020-08-21,1,1.0,1.0,164,1312,0.125,>75%,10-20%,Q1_low_count
task2_val_000068.wav,143,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,133,14,2020-12,2020-12-29,28,0.21052631578947367,0.45864661654135336,93,1811,0.05135284373274434,<=25%,<=10%,Q4_high_count
task2_val_000069.wav,260,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,73,2,2020-12,2020-12-04,65,0.8904109589041096,1.0,309,1811,0.1706239646604086,>75%,10-20%,Q3
task2_val_000070.wav,293,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,34,3,2020-08,2020-08-04,14,0.4117647058823529,1.0,17,1312,0.012957317073170731,25-50%,<=10%,Q1_low_count
task2_val_000071.wav,251,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,39,4,2020-08,2020-08-11,15,0.38461538461538464,0.8461538461538461,56,1312,0.042682926829268296,25-50%,<=10%,Q2
task2_val_000072.wav,89,D_LargeShip,quick_target100_mel96_f16000,231,0,0,0,60,3,2020-08,2020-08-01,30,0.5,1.0,74,1312,0.056402439024390245,25-50%,<=10%,Q3
task2_val_000073.wav,231,D_LargeShip,quick_target100_mel96_f16000,153,0,0,0,22,2,2020-08,2020-08-14,12,0.5454545454545454,1.0,85,1312,0.06478658536585366,50-75%,<=10%,Q1_low_count
task2_val_000074.wav,277,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,166,18,2020-12,2020-12-11,21,0.12650602409638553,0.35542168674698793,36,1811,0.019878520154610713,<=25%,<=10%,Q4_high_count
task2_val_000075.wav,206,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,94,6,2020-08,2020-08-21,29,0.30851063829787234,0.7446808510638298,164,1312,0.125,25-50%,10-20%,Q4_high_count
task2_val_000076.wav,155,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,181,22,2020-11,2020-11-24,17,0.09392265193370165,0.27624309392265195,30,451,0.06651884700665188,<=25%,<=10%,Q4_high_count
task2_val_000077.wav,196,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,48,3,2020-08,2020-08-18,24,0.5,1.0,224,1312,0.17073170731707318,25-50%,10-20%,Q2
task2_val_000078.wav,98,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,46,10,2021-01,2021-01-07,8,0.17391304347826086,0.43478260869565216,97,1323,0.07331821617535904,<=25%,<=10%,Q2
task2_val_000079.wav,91,D_LargeShip,quick_target100_mel96_f16000,94,0,0,1,23,2,2020-08,2020-08-03,13,0.5652173913043478,1.0,27,1312,0.020579268292682928,50-75%,<=10%,Q1_low_count
task2_val_000080.wav,305,A_SmallWorking,quick_target100_mel96_f16000,14,0,0,0,112,9,2020-12,2020-12-04,21,0.1875,0.5089285714285714,309,1811,0.1706239646604086,<=25%,10-20%,Q4_high_count
task2_val_000081.wav,132,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,100,9,2020-08,2020-08-19,16,0.16,0.46,222,1312,0.16920731707317074,<=25%,10-20%,Q4_high_count
task2_val_000082.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000083.wav,208,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,37,9,2020-12,2020-12-04,6,0.16216216216216217,0.4864864864864865,309,1811,0.1706239646604086,<=25%,10-20%,Q2
task2_val_000084.wav,189,B_MotorBoat,quick_target100_mel96_f16000,53,0,0,0,41,3,2021-02,2021-02-12,17,0.4146341463414634,1.0,139,912,0.1524122807017544,25-50%,10-20%,Q2
task2_val_000085.wav,154,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,50,4,2020-07,2020-07-30,19,0.38,0.92,42,242,0.17355371900826447,25-50%,10-20%,Q2
task2_val_000086.wav,94,B_MotorBoat,quick_target100_mel96_f16000,94,1,1,1,1,1,2020-08,2020-08-21,1,1.0,1.0,164,1312,0.125,>75%,10-20%,Q1_low_count
task2_val_000087.wav,360,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,123,7,2020-08,2020-08-19,50,0.4065040650406504,0.7723577235772358,222,1312,0.16920731707317074,25-50%,10-20%,Q4_high_count
task2_val_000088.wav,170,B_MotorBoat,quick_target100_mel96_f16000,178,0,0,0,48,4,2020-12,2020-12-04,20,0.4166666666666667,0.8958333333333334,309,1811,0.1706239646604086,25-50%,10-20%,Q2
task2_val_000089.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000090.wav,62,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,65,12,2020-12,2020-12-18,15,0.23076923076923078,0.46153846153846156,44,1811,0.024295969077857537,<=25%,<=10%,Q3
task2_val_000091.wav,34,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,52,13,2020-12,2020-12-06,9,0.17307692307692307,0.4423076923076923,33,1811,0.018221976808393152,<=25%,<=10%,Q3
task2_val_000092.wav,3,A_SmallWorking,quick_target100_mel96_f16000,126,0,0,0,99,7,2020-10,2020-10-30,31,0.31313131313131315,0.6767676767676768,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000093.wav,30,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,422,19,2020-12,2020-12-26,46,0.10900473933649289,0.2914691943127962,80,1811,0.04417448923246825,<=25%,<=10%,Q4_high_count
task2_val_000094.wav,206,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,94,6,2020-08,2020-08-21,29,0.30851063829787234,0.7446808510638298,164,1312,0.125,25-50%,10-20%,Q4_high_count
task2_val_000095.wav,20,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,133,17,2020-12,2020-12-02,23,0.17293233082706766,0.41353383458646614,43,1811,0.023743787962451683,<=25%,<=10%,Q4_high_count
task2_val_000096.wav,126,B_MotorBoat,quick_target100_mel96_f16000,136,0,1,1,21,2,2021-02,2021-02-11,20,0.9523809523809523,1.0,208,912,0.22807017543859648,>75%,20-50%,Q1_low_count
task2_val_000097.wav,98,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,46,10,2021-01,2021-01-07,8,0.17391304347826086,0.43478260869565216,97,1323,0.07331821617535904,<=25%,<=10%,Q2
task2_val_000098.wav,283,A_SmallWorking,quick_target100_mel96_f16000,13,0,0,0,36,10,2020-11,2020-11-06,6,0.16666666666666666,0.5,9,451,0.019955654101995565,<=25%,<=10%,Q1_low_count
task2_val_000099.wav,148,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,38,4,2020-08,2020-08-18,12,0.3157894736842105,0.8421052631578947,224,1312,0.17073170731707318,25-50%,10-20%,Q2
task2_val_000100.wav,105,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,42,3,2020-08,2020-08-05,25,0.5952380952380952,1.0,25,1312,0.019054878048780487,50-75%,<=10%,Q2
task2_val_000101.wav,243,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,65,9,2020-11,2020-11-04,16,0.24615384615384617,0.49230769230769234,19,451,0.04212860310421286,<=25%,<=10%,Q3
task2_val_000102.wav,143,C_Passenger,quick_target100_mel96_f16000,11,0,0,0,133,14,2020-12,2020-12-29,28,0.21052631578947367,0.45864661654135336,93,1811,0.05135284373274434,<=25%,<=10%,Q4_high_count
task2_val_000103.wav,254,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,83,5,2020-10,2020-10-30,23,0.27710843373493976,0.7228915662650602,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000104.wav,153,B_MotorBoat,quick_target100_mel96_f16000,94,0,0,0,29,1,2020-08,2020-08-14,29,1.0,1.0,85,1312,0.06478658536585366,>75%,<=10%,Q1_low_count
task2_val_000105.wav,3,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,99,7,2020-10,2020-10-30,31,0.31313131313131315,0.6767676767676768,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000106.wav,268,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,106,5,2020-09,2020-09-25,29,0.27358490566037735,0.6792452830188679,155,232,0.6681034482758621,25-50%,>50%,Q4_high_count
task2_val_000107.wav,43,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,51,3,2020-12,2020-12-05,32,0.6274509803921569,1.0,107,1811,0.059083379348426286,50-75%,<=10%,Q2
task2_val_000108.wav,7,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,66,6,2020-08,2020-08-18,22,0.3333333333333333,0.7575757575757576,224,1312,0.17073170731707318,25-50%,10-20%,Q3
task2_val_000109.wav,261,D_LargeShip,quick_target100_mel96_f16000,242,0,0,1,14,1,2020-07,2020-07-29,14,1.0,1.0,28,242,0.11570247933884298,>75%,10-20%,Q1_low_count
task2_val_000110.wav,94,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,1,1,2020-08,2020-08-21,1,1.0,1.0,164,1312,0.125,>75%,10-20%,Q1_low_count
task2_val_000111.wav,163,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,139,7,2020-12,2020-12-21,46,0.33093525179856115,0.6762589928057554,95,1811,0.05245720596355605,25-50%,<=10%,Q4_high_count
task2_val_000112.wav,3,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,99,7,2020-10,2020-10-30,31,0.31313131313131315,0.6767676767676768,275,413,0.6658595641646489,25-50%,>50%,Q4_high_count
task2_val_000113.wav,186,A_SmallWorking,quick_target100_mel96_f16000,257,0,0,1,31,4,2021-02,2021-02-11,13,0.41935483870967744,0.9354838709677419,208,912,0.22807017543859648,25-50%,20-50%,Q1_low_count
task2_val_000114.wav,32,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,155,18,2020-12,2020-12-22,20,0.12903225806451613,0.2838709677419355,59,1811,0.03257868580894534,<=25%,<=10%,Q4_high_count
task2_val_000115.wav,190,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,1,31,8,2021-01,2021-01-16,7,0.22580645161290322,0.5483870967741935,44,1323,0.03325774754346183,<=25%,<=10%,Q1_low_count
task2_val_000116.wav,30,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,422,19,2020-12,2020-12-26,46,0.10900473933649289,0.2914691943127962,80,1811,0.04417448923246825,<=25%,<=10%,Q4_high_count
task2_val_000117.wav,328,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,84,7,2020-12,2020-12-29,16,0.19047619047619047,0.5119047619047619,93,1811,0.05135284373274434,<=25%,<=10%,Q4_high_count
task2_val_000118.wav,136,A_SmallWorking,quick_target100_mel96_f16000,136,1,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000119.wav,120,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,62,5,2021-01,2021-01-22,17,0.27419354838709675,0.7741935483870968,71,1323,0.05366591080876795,25-50%,<=10%,Q3
task2_val_000120.wav,271,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,79,4,2020-08,2020-08-19,28,0.35443037974683544,0.9746835443037974,222,1312,0.16920731707317074,25-50%,10-20%,Q3
task2_val_000121.wav,260,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,73,2,2020-12,2020-12-04,65,0.8904109589041096,1.0,309,1811,0.1706239646604086,>75%,10-20%,Q3
task2_val_000122.wav,201,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,100,2,2021-02,2021-02-14,66,0.66,1.0,148,912,0.16228070175438597,50-75%,10-20%,Q4_high_count
task2_val_000123.wav,184,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,51,4,2021-01,2021-01-31,20,0.39215686274509803,0.9803921568627451,47,1323,0.03552532123960695,25-50%,<=10%,Q3
task2_val_000124.wav,52,D_LargeShip,quick_target100_mel96_f16000,94,0,0,0,70,5,2020-08,2020-08-01,24,0.34285714285714286,0.7142857142857143,74,1312,0.056402439024390245,25-50%,<=10%,Q3
task2_val_000125.wav,298,A_SmallWorking,quick_target100_mel96_f16000,136,0,0,0,105,9,2020-11,2020-11-12,55,0.5238095238095238,0.7333333333333333,55,451,0.12195121951219512,50-75%,10-20%,Q4_high_count
task2_val_000126.wav,348,C_Passenger,quick_target100_mel96_f16000,136,0,0,0,39,11,2021-01,2021-01-10,7,0.1794871794871795,0.4358974358974359,65,1323,0.0491307634164777,<=25%,<=10%,Q2
task2_val_000127.wav,136,A_SmallWorking,quick_target100_mel96_f16000,126,0,1,1,9,1,2021-02,2021-02-14,9,1.0,1.0,148,912,0.16228070175438597,>75%,10-20%,Q1_low_count
task2_val_000128.wav,43,B_MotorBoat,quick_target100_mel96_f16000,136,0,0,0,51,3,2020-12,2020-12-05,32,0.6274509803921569,1.0,107,1811,0.059083379348426286,50-75%,<=10%,Q2
task2_val_000129.wav,268,A_SmallWorking,quick_target100_mel96_f16000,94,0,0,0,106,5,2020-09,2020-09-25,29,0.27358490566037735,0.6792452830188679,155,232,0.6681034482758621,25-50%,>50%,Q4_high_count
