split,filename,audio_path,ship_id,ship_type,cache_index
train_target,train_000181.wav,database/train/audio/train_000181.wav,97.0,D_LargeShip,123
train_target,train_000184.wav,database/train/audio/train_000184.wav,277.0,A_SmallWorking,124
train_target,train_000187.wav,database/train/audio/train_000187.wav,30.0,A_SmallWorking,125
train_target,train_000188.wav,database/train/audio/train_000188.wav,43.0,B_MotorBoat,126
train_target,train_000189.wav,database/train/audio/train_000189.wav,328.0,A_SmallWorking,127
train_target,train_000191.wav,database/train/audio/train_000191.wav,192.0,A_SmallWorking,128
train_target,train_000192.wav,database/train/audio/train_000192.wav,276.0,A_SmallWorking,129
train_target,train_000195.wav,database/train/audio/train_000195.wav,3.0,A_SmallWorking,130
train_target,train_000197.wav,database/train/audio/train_000197.wav,195.0,A_SmallWorking,131
train_target,train_000199.wav,database/train/audio/train_000199.wav,196.0,A_SmallWorking,132
train_target,train_000200.wav,database/train/audio/train_000200.wav,260.0,A_SmallWorking,133
train_target,train_000203.wav,database/train/audio/train_000203.wav,261.0,D_LargeShip,134
train_target,train_000204.wav,database/train/audio/train_000204.wav,277.0,A_SmallWorking,135
train_target,train_000205.wav,database/train/audio/train_000205.wav,97.0,D_LargeShip,136
train_target,train_000207.wav,database/train/audio/train_000207.wav,269.0,A_SmallWorking,137
train_target,train_000209.wav,database/train/audio/train_000209.wav,13.0,A_SmallWorking,138
train_target,train_000210.wav,database/train/audio/train_000210.wav,237.0,A_SmallWorking,139
train_target,train_000211.wav,database/train/audio/train_000211.wav,112.0,A_SmallWorking,140
train_target,train_000213.wav,database/train/audio/train_000213.wav,251.0,A_SmallWorking,141
train_target,train_000215.wav,database/train/audio/train_000215.wav,43.0,B_MotorBoat,142
train_target,train_000219.wav,database/train/audio/train_000219.wav,34.0,A_SmallWorking,143
train_target,train_000220.wav,database/train/audio/train_000220.wav,268.0,A_SmallWorking,144
train_target,train_000221.wav,database/train/audio/train_000221.wav,184.0,A_SmallWorking,145
train_target,train_000222.wav,database/train/audio/train_000222.wav,122.0,B_MotorBoat,146
train_target,train_000224.wav,database/train/audio/train_000224.wav,140.0,A_SmallWorking,147
train_target,train_000225.wav,database/train/audio/train_000225.wav,277.0,A_SmallWorking,148
train_target,train_000227.wav,database/train/audio/train_000227.wav,20.0,C_Passenger,149
train_target,train_000233.wav,database/train/audio/train_000233.wav,74.0,A_SmallWorking,150
train_target,train_000234.wav,database/train/audio/train_000234.wav,55.0,A_SmallWorking,151
train_target,train_000236.wav,database/train/audio/train_000236.wav,154.0,D_LargeShip,152
train_target,train_000238.wav,database/train/audio/train_000238.wav,348.0,C_Passenger,153
train_target,train_000239.wav,database/train/audio/train_000239.wav,30.0,A_SmallWorking,154
train_target,train_000240.wav,database/train/audio/train_000240.wav,201.0,C_Passenger,155
train_target,train_000242.wav,database/train/audio/train_000242.wav,305.0,A_SmallWorking,156
train_target,train_000243.wav,database/train/audio/train_000243.wav,61.0,A_SmallWorking,157
train_target,train_000245.wav,database/train/audio/train_000245.wav,242.0,D_LargeShip,158
train_target,train_000246.wav,database/train/audio/train_000246.wav,155.0,A_SmallWorking,159
train_target,train_000248.wav,database/train/audio/train_000248.wav,122.0,B_MotorBoat,160
train_target,train_000249.wav,database/train/audio/train_000249.wav,143.0,C_Passenger,161
train_target,train_000255.wav,database/train/audio/train_000255.wav,97.0,D_LargeShip,162
train_target,train_000257.wav,database/train/audio/train_000257.wav,20.0,C_Passenger,163
train_target,train_000259.wav,database/train/audio/train_000259.wav,159.0,A_SmallWorking,164
train_target,train_000260.wav,database/train/audio/train_000260.wav,30.0,A_SmallWorking,165
train_target,train_000264.wav,database/train/audio/train_000264.wav,170.0,B_MotorBoat,166
train_target,train_000265.wav,database/train/audio/train_000265.wav,212.0,C_Passenger,167
train_target,train_000266.wav,database/train/audio/train_000266.wav,173.0,A_SmallWorking,168
train_target,train_000268.wav,database/train/audio/train_000268.wav,120.0,B_MotorBoat,169
train_target,train_000269.wav,database/train/audio/train_000269.wav,136.0,A_SmallWorking,170
train_target,train_000270.wav,database/train/audio/train_000270.wav,242.0,D_LargeShip,171
train_target,train_000271.wav,database/train/audio/train_000271.wav,319.0,A_SmallWorking,172
train_target,train_000272.wav,database/train/audio/train_000272.wav,30.0,A_SmallWorking,173
train_target,train_000274.wav,database/train/audio/train_000274.wav,277.0,A_SmallWorking,174
train_target,train_000275.wav,database/train/audio/train_000275.wav,3.0,A_SmallWorking,175
train_target,train_000276.wav,database/train/audio/train_000276.wav,61.0,A_SmallWorking,176
train_target,train_000278.wav,database/train/audio/train_000278.wav,112.0,A_SmallWorking,177
train_target,train_000279.wav,database/train/audio/train_000279.wav,256.0,B_MotorBoat,178
train_target,train_000281.wav,database/train/audio/train_000281.wav,243.0,A_SmallWorking,179
train_target,train_000282.wav,database/train/audio/train_000282.wav,276.0,A_SmallWorking,180
train_target,train_000284.wav,database/train/audio/train_000284.wav,112.0,A_SmallWorking,181
train_target,train_000285.wav,database/train/audio/train_000285.wav,192.0,A_SmallWorking,182
train_target,train_000288.wav,database/train/audio/train_000288.wav,146.0,A_SmallWorking,183
train_target,train_000289.wav,database/train/audio/train_000289.wav,136.0,A_SmallWorking,184
train_target,train_000290.wav,database/train/audio/train_000290.wav,61.0,A_SmallWorking,185
train_target,train_000292.wav,database/train/audio/train_000292.wav,241.0,A_SmallWorking,186
train_target,train_000293.wav,database/train/audio/train_000293.wav,280.0,B_MotorBoat,187
train_target,train_000294.wav,database/train/audio/train_000294.wav,126.0,B_MotorBoat,188
train_target,train_000296.wav,database/train/audio/train_000296.wav,155.0,A_SmallWorking,189
train_target,train_000297.wav,database/train/audio/train_000297.wav,132.0,A_SmallWorking,190
train_target,train_000298.wav,database/train/audio/train_000298.wav,30.0,A_SmallWorking,191
train_target,train_000299.wav,database/train/audio/train_000299.wav,212.0,C_Passenger,192
train_target,train_000301.wav,database/train/audio/train_000301.wav,52.0,D_LargeShip,193
train_target,train_000302.wav,database/train/audio/train_000302.wav,30.0,A_SmallWorking,194
train_target,train_000303.wav,database/train/audio/train_000303.wav,154.0,D_LargeShip,195
train_target,train_000304.wav,database/train/audio/train_000304.wav,122.0,B_MotorBoat,196
train_target,train_000305.wav,database/train/audio/train_000305.wav,88.0,B_MotorBoat,197
train_target,train_000306.wav,database/train/audio/train_000306.wav,319.0,A_SmallWorking,198
train_target,train_000308.wav,database/train/audio/train_000308.wav,184.0,A_SmallWorking,199
train_target,train_000310.wav,database/train/audio/train_000310.wav,53.0,C_Passenger,200
train_target,train_000311.wav,database/train/audio/train_000311.wav,120.0,B_MotorBoat,201
train_target,train_000312.wav,database/train/audio/train_000312.wav,112.0,A_SmallWorking,202
train_target,train_000313.wav,database/train/audio/train_000313.wav,126.0,B_MotorBoat,203
train_target,train_000314.wav,database/train/audio/train_000314.wav,307.0,A_SmallWorking,204
train_target,train_000315.wav,database/train/audio/train_000315.wav,328.0,A_SmallWorking,205
train_target,train_000317.wav,database/train/audio/train_000317.wav,61.0,A_SmallWorking,206
train_target,train_000322.wav,database/train/audio/train_000322.wav,184.0,A_SmallWorking,207
train_target,train_000324.wav,database/train/audio/train_000324.wav,155.0,A_SmallWorking,208
train_target,train_000326.wav,database/train/audio/train_000326.wav,30.0,A_SmallWorking,209
train_target,train_000327.wav,database/train/audio/train_000327.wav,360.0,A_SmallWorking,210
train_target,train_000328.wav,database/train/audio/train_000328.wav,305.0,A_SmallWorking,211
train_target,train_000331.wav,database/train/audio/train_000331.wav,241.0,A_SmallWorking,212
train_target,train_000332.wav,database/train/audio/train_000332.wav,280.0,B_MotorBoat,213
train_target,train_000334.wav,database/train/audio/train_000334.wav,30.0,A_SmallWorking,214
train_target,train_000335.wav,database/train/audio/train_000335.wav,277.0,A_SmallWorking,215
train_target,train_000336.wav,database/train/audio/train_000336.wav,305.0,A_SmallWorking,216
train_target,train_000339.wav,database/train/audio/train_000339.wav,112.0,A_SmallWorking,217
train_target,train_000340.wav,database/train/audio/train_000340.wav,52.0,D_LargeShip,218
train_target,train_000341.wav,database/train/audio/train_000341.wav,186.0,A_SmallWorking,219
train_target,train_000342.wav,database/train/audio/train_000342.wav,136.0,A_SmallWorking,220
train_target,train_000346.wav,database/train/audio/train_000346.wav,153.0,B_MotorBoat,221
train_target,train_000347.wav,database/train/audio/train_000347.wav,30.0,A_SmallWorking,222
train_target,train_000348.wav,database/train/audio/train_000348.wav,30.0,A_SmallWorking,223
train_target,train_000349.wav,database/train/audio/train_000349.wav,276.0,A_SmallWorking,224
train_target,train_000351.wav,database/train/audio/train_000351.wav,153.0,B_MotorBoat,225
train_target,train_000354.wav,database/train/audio/train_000354.wav,313.0,A_SmallWorking,226
train_target,train_000355.wav,database/train/audio/train_000355.wav,34.0,A_SmallWorking,227
train_target,train_000359.wav,database/train/audio/train_000359.wav,345.0,A_SmallWorking,228
train_target,train_000361.wav,database/train/audio/train_000361.wav,271.0,A_SmallWorking,229
train_target,train_000362.wav,database/train/audio/train_000362.wav,276.0,A_SmallWorking,230
train_target,train_000364.wav,database/train/audio/train_000364.wav,327.0,A_SmallWorking,231
train_target,train_000372.wav,database/train/audio/train_000372.wav,231.0,D_LargeShip,232
train_target,train_000376.wav,database/train/audio/train_000376.wav,11.0,D_LargeShip,233
train_target,train_000377.wav,database/train/audio/train_000377.wav,20.0,C_Passenger,234
train_target,train_000379.wav,database/train/audio/train_000379.wav,172.0,B_MotorBoat,235
train_target,train_000382.wav,database/train/audio/train_000382.wav,62.0,C_Passenger,236
train_target,train_000384.wav,database/train/audio/train_000384.wav,3.0,A_SmallWorking,237
train_target,train_000385.wav,database/train/audio/train_000385.wav,163.0,A_SmallWorking,238
train_target,train_000386.wav,database/train/audio/train_000386.wav,276.0,A_SmallWorking,239
train_target,train_000387.wav,database/train/audio/train_000387.wav,136.0,A_SmallWorking,240
train_target,train_000389.wav,database/train/audio/train_000389.wav,98.0,A_SmallWorking,241
train_target,train_000390.wav,database/train/audio/train_000390.wav,251.0,A_SmallWorking,242
train_target,train_000395.wav,database/train/audio/train_000395.wav,278.0,A_SmallWorking,243
train_target,train_000398.wav,database/train/audio/train_000398.wav,53.0,C_Passenger,244
train_target,train_000400.wav,database/train/audio/train_000400.wav,53.0,C_Passenger,245
train_target,train_000401.wav,database/train/audio/train_000401.wav,221.0,A_SmallWorking,246
train_target,train_000402.wav,database/train/audio/train_000402.wav,221.0,A_SmallWorking,247
train_target,train_000404.wav,database/train/audio/train_000404.wav,155.0,A_SmallWorking,248
train_target,train_000405.wav,database/train/audio/train_000405.wav,62.0,C_Passenger,249
train_target,train_000407.wav,database/train/audio/train_000407.wav,305.0,A_SmallWorking,250
train_target,train_000408.wav,database/train/audio/train_000408.wav,146.0,A_SmallWorking,251
train_target,train_000411.wav,database/train/audio/train_000411.wav,53.0,C_Passenger,252
train_target,train_000412.wav,database/train/audio/train_000412.wav,89.0,D_LargeShip,253
train_target,train_000414.wav,database/train/audio/train_000414.wav,20.0,C_Passenger,254
train_target,train_000415.wav,database/train/audio/train_000415.wav,216.0,A_SmallWorking,255
train_target,train_000416.wav,database/train/audio/train_000416.wav,14.0,A_SmallWorking,256
train_target,train_000419.wav,database/train/audio/train_000419.wav,88.0,B_MotorBoat,257
train_target,train_000420.wav,database/train/audio/train_000420.wav,55.0,A_SmallWorking,258
train_target,train_000421.wav,database/train/audio/train_000421.wav,268.0,A_SmallWorking,259
train_target,train_000422.wav,database/train/audio/train_000422.wav,206.0,A_SmallWorking,260
train_target,train_000423.wav,database/train/audio/train_000423.wav,361.0,C_Passenger,261
train_target,train_000424.wav,database/train/audio/train_000424.wav,163.0,A_SmallWorking,262
train_target,train_000425.wav,database/train/audio/train_000425.wav,32.0,A_SmallWorking,263
train_target,train_000427.wav,database/train/audio/train_000427.wav,243.0,A_SmallWorking,264
train_target,train_000429.wav,database/train/audio/train_000429.wav,256.0,B_MotorBoat,265
train_target,train_000432.wav,database/train/audio/train_000432.wav,268.0,A_SmallWorking,266
train_target,train_000435.wav,database/train/audio/train_000435.wav,148.0,A_SmallWorking,267
train_target,train_000436.wav,database/train/audio/train_000436.wav,61.0,A_SmallWorking,268
train_target,train_000437.wav,database/train/audio/train_000437.wav,163.0,A_SmallWorking,269
train_target,train_000438.wav,database/train/audio/train_000438.wav,319.0,A_SmallWorking,270
train_target,train_000441.wav,database/train/audio/train_000441.wav,277.0,A_SmallWorking,271
train_target,train_000442.wav,database/train/audio/train_000442.wav,251.0,A_SmallWorking,272
train_target,train_000443.wav,database/train/audio/train_000443.wav,201.0,C_Passenger,273
train_target,train_000446.wav,database/train/audio/train_000446.wav,122.0,B_MotorBoat,274
train_target,train_000450.wav,database/train/audio/train_000450.wav,43.0,B_MotorBoat,275
train_target,train_000452.wav,database/train/audio/train_000452.wav,196.0,A_SmallWorking,276
train_target,train_000453.wav,database/train/audio/train_000453.wav,148.0,A_SmallWorking,277
train_target,train_000454.wav,database/train/audio/train_000454.wav,97.0,D_LargeShip,278
train_target,train_000455.wav,database/train/audio/train_000455.wav,88.0,B_MotorBoat,279
train_target,train_000456.wav,database/train/audio/train_000456.wav,30.0,A_SmallWorking,280
train_target,train_000457.wav,database/train/audio/train_000457.wav,261.0,D_LargeShip,281
train_target,train_000458.wav,database/train/audio/train_000458.wav,360.0,A_SmallWorking,282
train_target,train_000460.wav,database/train/audio/train_000460.wav,280.0,B_MotorBoat,283
train_target,train_000461.wav,database/train/audio/train_000461.wav,43.0,B_MotorBoat,284
train_target,train_000463.wav,database/train/audio/train_000463.wav,140.0,A_SmallWorking,285
train_target,train_000466.wav,database/train/audio/train_000466.wav,163.0,A_SmallWorking,286
train_target,train_000467.wav,database/train/audio/train_000467.wav,184.0,A_SmallWorking,287
train_target,train_000468.wav,database/train/audio/train_000468.wav,132.0,A_SmallWorking,288
train_target,train_000471.wav,database/train/audio/train_000471.wav,254.0,A_SmallWorking,289
train_target,train_000473.wav,database/train/audio/train_000473.wav,143.0,C_Passenger,290
train_target,train_000477.wav,database/train/audio/train_000477.wav,155.0,A_SmallWorking,291
train_target,train_000478.wav,database/train/audio/train_000478.wav,132.0,A_SmallWorking,292
train_target,train_000479.wav,database/train/audio/train_000479.wav,126.0,B_MotorBoat,293
train_target,train_000480.wav,database/train/audio/train_000480.wav,163.0,A_SmallWorking,294
train_target,train_000481.wav,database/train/audio/train_000481.wav,163.0,A_SmallWorking,295
train_target,train_000482.wav,database/train/audio/train_000482.wav,98.0,A_SmallWorking,296
train_target,train_000483.wav,database/train/audio/train_000483.wav,356.0,D_LargeShip,297
train_target,train_000487.wav,database/train/audio/train_000487.wav,120.0,B_MotorBoat,298
train_target,train_000488.wav,database/train/audio/train_000488.wav,356.0,D_LargeShip,299
train_target,train_000489.wav,database/train/audio/train_000489.wav,172.0,B_MotorBoat,300
train_target,train_000490.wav,database/train/audio/train_000490.wav,276.0,A_SmallWorking,301
train_target,train_000492.wav,database/train/audio/train_000492.wav,221.0,A_SmallWorking,302
train_target,train_000494.wav,database/train/audio/train_000494.wav,298.0,A_SmallWorking,303
train_target,train_000495.wav,database/train/audio/train_000495.wav,30.0,A_SmallWorking,304
train_target,train_000496.wav,database/train/audio/train_000496.wav,276.0,A_SmallWorking,305
train_target,train_000497.wav,database/train/audio/train_000497.wav,94.0,B_MotorBoat,306
train_target,train_000498.wav,database/train/audio/train_000498.wav,280.0,B_MotorBoat,307
train_target,train_000500.wav,database/train/audio/train_000500.wav,260.0,A_SmallWorking,308
train_target,train_000501.wav,database/train/audio/train_000501.wav,345.0,A_SmallWorking,309
train_target,train_000504.wav,database/train/audio/train_000504.wav,30.0,A_SmallWorking,310
train_target,train_000506.wav,database/train/audio/train_000506.wav,305.0,A_SmallWorking,311
train_target,train_000508.wav,database/train/audio/train_000508.wav,360.0,A_SmallWorking,312
train_target,train_000510.wav,database/train/audio/train_000510.wav,163.0,A_SmallWorking,313
train_target,train_000511.wav,database/train/audio/train_000511.wav,191.0,B_MotorBoat,314
train_target,train_000512.wav,database/train/audio/train_000512.wav,106.0,B_MotorBoat,315
train_target,train_000513.wav,database/train/audio/train_000513.wav,53.0,C_Passenger,316
train_target,train_000514.wav,database/train/audio/train_000514.wav,32.0,A_SmallWorking,317
train_target,train_000516.wav,database/train/audio/train_000516.wav,189.0,B_MotorBoat,318
train_target,train_000518.wav,database/train/audio/train_000518.wav,201.0,C_Passenger,319
train_target,train_000519.wav,database/train/audio/train_000519.wav,61.0,A_SmallWorking,320
train_target,train_000520.wav,database/train/audio/train_000520.wav,268.0,A_SmallWorking,321
train_target,train_000522.wav,database/train/audio/train_000522.wav,120.0,B_MotorBoat,322
train_target,train_000523.wav,database/train/audio/train_000523.wav,307.0,A_SmallWorking,323
train_target,train_000525.wav,database/train/audio/train_000525.wav,30.0,A_SmallWorking,324
train_target,train_000526.wav,database/train/audio/train_000526.wav,217.0,A_SmallWorking,325
train_target,train_000529.wav,database/train/audio/train_000529.wav,32.0,A_SmallWorking,326
train_target,train_000531.wav,database/train/audio/train_000531.wav,122.0,B_MotorBoat,327
train_target,train_000532.wav,database/train/audio/train_000532.wav,55.0,A_SmallWorking,328
train_target,train_000534.wav,database/train/audio/train_000534.wav,212.0,C_Passenger,329
train_target,train_000535.wav,database/train/audio/train_000535.wav,140.0,A_SmallWorking,330
train_target,train_000536.wav,database/train/audio/train_000536.wav,288.0,A_SmallWorking,331
train_target,train_000538.wav,database/train/audio/train_000538.wav,361.0,C_Passenger,332
train_target,train_000539.wav,database/train/audio/train_000539.wav,231.0,D_LargeShip,333
